name	asciiname	longitude	latitude	countryCode	population
Padampur	Padampur	73.62539	29.70885	IN	18454
Padampur	Padampur	83.06325	20.99932	IN	16387
Padam	Padam	76.88488	33.46659	IN	25000
Pachperwa	Pachperwa	82.64297	27.51234	IN	15056
Pāchora	Pachora	75.35305	20.66727	IN	46823
Ottappālam	Ottappalam	76.37758	10.7735	IN	50913
Osmanabad	Osmanabad	76.03889	18.18158	IN	85521
Orchha	Orchha	78.64033	25.35192	IN	8500
Oran	Oran	80.7423	25.36882	IN	6495
Orai	Orai	79.45334	25.99023	IN	158265
Ongole	Ongole	80.04454	15.50357	IN	172872
Omalur	Omalur	78.04559	11.74099	IN	12701
Olpād	Olpad	72.75161	21.33649	IN	14091
Okha	Okha	69.07002	22.46756	IN	21048
Ozar	Ozar	73.92816	20.09473	IN	44935
Odugattūr	Odugattur	78.88304	12.76793	IN	8282
Odlābāri	Odlabari	88.62943	26.83644	IN	12311
Obra	Obra	82.98797	24.41863	IN	56110
Nyāmti	Nyamti	75.57641	14.14869	IN	10338
Nūzvīd	Nuzvid	80.84593	16.78854	IN	53391
Nūrpur Kalān	Nurpur Kalan	76.48333	31.16667	IN	9437
Nūrpur	Nurpur	78.4084	29.14956	IN	39077
Nūrmahal	Nurmahal	75.59386	31.09662	IN	13154
Numāligarh	Numaligarh	93.72225	26.62249	IN	7386
Nūh	Nuh	77.00144	28.10296	IN	12698
Nowrangapur	Nowrangapur	82.54826	19.23114	IN	1220946
North Lakhimpur	North Lakhimpur	94.10357	27.23517	IN	59841
North Guwāhāti	North Guwahati	91.7202	26.19749	IN	17516
Nongstoin	Nongstoin	91.26484	25.51704	IN	25758
Nongpoh	Nongpoh	91.87694	25.9023	IN	14387
Nokha	Nokha	73.47141	27.56155	IN	55911
Nohar	Nohar	74.77064	29.18292	IN	46360
Noāmundi	Noamundi	85.50416	22.16094	IN	16558
Nizāmābād	Nizamabad	83.05787	26.05295	IN	13895
Nizāmābād	Nizamabad	78.0988	18.67154	IN	305438
Niwāri	Niwari	77.5382	28.87611	IN	10330
Nirsā	Nirsa	86.70692	23.78438	IN	14124
Nirmāli	Nirmali	86.58537	26.31397	IN	17102
Nirmal	Nirmal	78.34407	19.09685	IN	80982
Nipāni	Nipani	74.38285	16.399	IN	60351
Neem ka Thana	Neem ka Thana	75.78652	27.73976	IN	32690
Nīmbāhera	Nimbahera	74.67999	24.62166	IN	58085
Nimāparha	Nimaparha	86.00436	20.05756	IN	18222
Nīmāj	Nimaj	74.00094	26.14995	IN	20424
Nīlokheri	Nilokheri	76.93191	29.83671	IN	17360
Nīlēshwar	Nileshwar	75.1352	12.25953	IN	25405
Nilanga	Nilanga	76.75279	18.11675	IN	34491
Nilakottai	Nilakottai	77.85024	10.165	IN	21683
Nīlgiri	Nilgiri	86.76794	21.46235	IN	15462
Nihtaur	Nihtaur	78.38724	29.32416	IN	48389
Needamangalam	Needamangalam	79.41875	10.77378	IN	9125
Nidadavole	Nidadavole	81.67222	16.90572	IN	44173
Nichlaul	Nichlaul	83.7253	27.31247	IN	17567
Neyyāttinkara	Neyyattinkara	77.08586	8.39854	IN	88104
New Delhi	New Delhi	77.22445	28.63576	IN	317797
Neral	Neral	73.31688	19.02475	IN	16060
Nepānagar	Nepanagar	76.39335	21.4538	IN	32611
Nellore	Nellore	79.98697	14.44992	IN	404158
Nellikkuppam	Nellikkuppam	79.66789	11.77577	IN	44423
Nelamangala	Nelamangala	77.39364	13.09978	IN	28697
Nedumangād	Nedumangad	77.00139	8.60267	IN	58278
Nāzirā	Nazira	94.73611	26.91649	IN	14302
Nāyudupet	Nayudupet	79.89465	13.90742	IN	45769
Nayāgarh	Nayagarh	85.09563	20.12856	IN	16001
Nawāshahr	Nawashahr	76.11613	31.1245	IN	31121
Nawānshahr	Nawanshahr	74.52772	32.76505	IN	14884
Nawalgarh	Nawalgarh	75.27384	27.85161	IN	58346
Niwai	Niwai	75.91836	26.36073	IN	35114
Nawāda	Nawada	85.54364	24.8867	IN	96730
Nawābganj	Nawabganj	80.30934	26.49716	IN	10758
Nawābganj	Nawabganj	79.63462	28.54103	IN	34134
Nawābganj	Nawabganj	81.19841	26.93129	IN	79246
Nawābganj	Nawabganj	82.14103	26.86396	IN	17015
Nāwa	Nawa	75.00226	27.0195	IN	20044
Navelim	Navelim	73.98333	15.53333	IN	12469
Navalgund	Navalgund	75.35305	15.55877	IN	23208
Navadwīp	Navadwip	88.36861	23.4067	IN	111123
Nautanwa	Nautanwa	83.41789	27.42752	IN	32587
Naugachhia	Naugachhia	87.09906	25.38807	IN	41247
Nāttarasankottai	Nattarasankottai	78.55211	9.87144	IN	5920
Nattam	Nattam	78.22969	10.22776	IN	21888
Nāthdwāra	Nathdwara	73.82392	24.93805	IN	39426
Nasrullāhganj	Nasrullahganj	77.27069	22.6837	IN	18265
Nāsriganj	Nasriganj	84.32839	25.0514	IN	23286
Nāspur	Naspur	79.46165	18.84577	IN	15374
Nasīrābād	Nasirabad	74.73364	26.30473	IN	51747
Nashik	Nashik	73.79096	19.99727	IN	1289497
Narwar	Narwar	77.9129	25.6439	IN	16948
Narwāna	Narwana	76.11927	29.59903	IN	55850
Narsīpatnam	Narsipatnam	82.61245	17.66709	IN	33755
Nārsingi	Narsingi	78.42516	18.04468	IN	6445
Narsinghgarh	Narsinghgarh	77.09319	23.70758	IN	29981
Narsimhapur	Narsimhapur	79.18357	22.94936	IN	47511
Naroda	Naroda	72.65702	23.07041	IN	5366
Nārnaund	Narnaund	76.14278	29.22047	IN	16299
Nārnaul	Narnaul	76.10833	28.04444	IN	66049
Narharpur	Narharpur	81.62004	20.44892	IN	6500
Nargund	Nargund	75.38666	15.72299	IN	33403
Naregal	Naregal	75.80805	15.57316	IN	17403
Nārāyanpet	Narayanpet	77.4954	16.74799	IN	39041
Narāyangarh	Narayangarh	77.12804	30.47798	IN	20085
Nārāyangarh	Narayangarh	75.05007	24.27083	IN	10233
Nārāyanavanam	Narayanavanam	79.58881	13.42565	IN	11432
Nāravārikuppam	Naravarikuppam	80.18473	13.19133	IN	18555
Naraura	Naraura	78.38723	28.20147	IN	22432
Narauli	Narauli	78.71484	28.48547	IN	17945
Narasingāpuram	Narasingapuram	79.31652	13.60759	IN	10875
Narasimharājapura	Narasimharajapura	75.512	13.61075	IN	7775
Narasaraopet	Narasaraopet	80.04927	16.23488	IN	97194
Narasapur	Narasapur	81.69845	16.43425	IN	59306
Narasannapeta	Narasannapeta	84.04463	18.41428	IN	24267
Naraini	Naraini	80.475	25.19033	IN	15077
Naraina	Naraina	75.20608	26.79069	IN	17048
Napāsar	Napasar	73.55913	27.96059	IN	21750
Nānpāra	Nanpara	81.50036	27.86459	IN	46280
Nannilam	Nannilam	79.61062	10.87933	IN	10180
Nanjangūd	Nanjangud	76.68397	12.11764	IN	50243
Nanguneri	Nanguneri	77.65806	8.49326	IN	6969
Nāngloi Jāt	Nangloi Jat	77.06799	28.67957	IN	194363
Nangavalli	Nangavalli	77.89137	11.76108	IN	9902
Nāngal Township	Nangal Township	76.37574	31.38966	IN	44176
Nandyāl	Nandyal	78.4836	15.47799	IN	165337
Nandurbar	Nandurbar	74.24051	21.36671	IN	100703
Nāndūra Buzurg	Nandura Buzurg	76.45924	20.83417	IN	39650
Nandikotkūr	Nandikotkur	78.26569	15.85668	IN	45343
Nandigāma	Nandigama	80.28596	16.7717	IN	38219
Nandgaon	Nandgaon	77.38653	27.71102	IN	10449
Nāndgaon	Nandgaon	74.65501	20.3068	IN	24209
Nanded	Nanded	77.31497	19.16023	IN	550564
Nanauta	Nanauta	77.41728	29.71215	IN	18738
Nāmrup	Namrup	95.31929	27.19395	IN	18432
Namli	Namli	75.06036	23.46115	IN	9235
Nambutalai	Nambutalai	79.00707	9.72766	IN	7914
Nambiyūr	Nambiyur	77.32115	11.35811	IN	16126
Nāmakkal	Namakkal	78.16524	11.22126	IN	55997
Nāmagiripettai	Namagiripettai	78.269	11.455	IN	22098
Naliya	Naliya	68.82655	23.26058	IN	10587
Nalhāti	Nalhati	87.82899	24.29704	IN	25878
Nalgonda	Nalgonda	79.26707	17.05439	IN	121826
Naldurg	Naldurg	76.28182	17.81667	IN	17261
Nālāgarh	Nalagarh	76.72285	31.04168	IN	10249
Nakūr	Nakur	77.30438	29.91964	IN	23084
Naksalbāri	Naksalbari	88.22001	26.6827	IN	57283
Nakodar	Nakodar	75.47508	31.12586	IN	32405
Najībābād	Najibabad	78.34274	29.61194	IN	84006
Nainwa	Nainwa	75.84978	25.77145	IN	16415
Nainpur	Nainpur	80.10561	22.42996	IN	22336
Naini Tāl	Naini Tal	79.44686	29.39743	IN	42309
Naihāti	Naihati	88.41521	22.89396	IN	253221
Naīgarhi	Naigarhi	81.77868	24.78686	IN	9391
Nahorkatiya	Nahorkatiya	95.3418	27.28912	IN	15548
Nāhan	Nahan	77.29426	30.56029	IN	27544
Nagrota	Nagrota	76.09139	32.0571	IN	6125
Nagrām	Nagram	81.14043	26.61872	IN	9858
Nagpur	Nagpur	79.08491	21.14631	IN	2228018
Nāgothana	Nagothana	73.13493	18.54225	IN	10866
Nāgod	Nagod	80.58809	24.56924	IN	21732
Nāgireddipalli	Nagireddipalli	79.10131	14.27005	IN	10392
Nagīna	Nagina	78.43646	29.44433	IN	76593
Nāgercoil	Nagercoil	77.43437	8.17731	IN	213858
Nagda	Nagda	75.41759	23.45834	IN	103501
Nāgaur	Nagaur	73.73394	27.20201	IN	96847
Nāgar Karnūl	Nagar Karnul	78.32471	16.4821	IN	29439
Nagari	Nagari	79.58557	13.32139	IN	25933
Nagar	Nagar	77.09922	27.42397	IN	23546
Nāgappattinam	Nagappattinam	79.84454	10.76393	IN	94238
Nāgamangala	Nagamangala	76.75456	12.81939	IN	16760
Naduvattam	Naduvattam	76.54365	11.48075	IN	11674
Naduvannūr	Naduvannur	75.77511	11.48772	IN	24648
Nadīgaon	Nadigaon	79.02283	26.10784	IN	7597
Nadiād	Nadiad	72.86157	22.69385	IN	202067
Nādbai	Nadbai	77.19569	27.22288	IN	23520
Nādāpuram	Nadapuram	75.65493	11.68465	IN	39512
Nabīnagar	Nabinagar	84.12624	24.60681	IN	20848
Nābha	Nabha	76.15292	30.37577	IN	64640
Mysore	Mysore	76.63925	12.29791	IN	868313
Muzaffarpur	Muzaffarpur	85.39055	26.12259	IN	333200
Muzaffarnagar	Muzaffarnagar	77.70332	29.47091	IN	349706
Mūvattupula	Muvattupula	76.57728	9.98493	IN	29664
Muttupet	Muttupet	79.49425	10.39531	IN	21568
Mustafābād	Mustafabad	77.14873	30.2022	IN	8974
Mussoorie	Mussoorie	78.07068	30.45498	IN	25753
Musiri	Musiri	78.44427	10.95299	IN	30209
Mushābani	Mushabani	86.45713	22.51135	IN	32761
Musāfir-Khāna	Musafir-Khana	81.79607	26.37837	IN	8081
Murwāra	Murwara	80.39405	23.83776	IN	195856
Murud	Murud	72.9621	18.32817	IN	12665
Murtajāpur	Murtajapur	77.36694	20.73299	IN	40223
Murshidābād	Murshidabad	88.27171	24.1839	IN	39557
Mursān	Mursan	77.94091	27.57788	IN	12310
Murlīganj	Murliganj	86.99577	25.8969	IN	23843
Morinda	Morinda	76.49883	30.79014	IN	23536
Muri	Muri	85.86236	23.37074	IN	12656
Murgūd	Murgud	74.19142	16.39604	IN	9395
Murbād	Murbad	73.38993	19.25395	IN	17494
Muragācha	Muragacha	88.39425	23.53631	IN	10324
Murādnagar	Muradnagar	77.49865	28.78069	IN	89482
Munnar	Munnar	77.06269	10.08873	IN	68000
Munirābād	Munirabad	76.3383	15.30928	IN	8246
Monghyr	Monghyr	86.47455	25.37459	IN	203163
Mungeli	Mungeli	81.68543	22.06566	IN	27698
Mungaoli	Mungaoli	78.09588	24.40837	IN	20081
Mūndwa	Mundwa	73.82304	27.0631	IN	17465
Mundra	Mundra	69.7219	22.83918	IN	15220
Mundi	Mundi	76.49326	22.06693	IN	11409
Mundgod	Mundgod	75.03658	14.97144	IN	17000
Mundargi	Mundargi	75.8839	15.20677	IN	21826
Multai	Multai	78.25756	21.77463	IN	22029
Mūlki	Mulki	74.79353	13.09101	IN	17259
Mulgund	Mulgund	75.52132	15.2807	IN	18928
Mulbāgal	Mulbagal	78.39346	13.16352	IN	47462
Muluppilagadu	Muluppilagadu	75.45111	11.79788	IN	23030
Mūlanūr	Mulanur	77.71175	10.79436	IN	12264
Mūl	Mul	79.67826	20.06987	IN	23984
Muktsar	Muktsar	74.5166	30.47426	IN	89833
Mukher	Mukher	77.36795	18.70636	IN	28647
Mukeriān	Mukerian	75.61716	31.95394	IN	22751
Muhammadābād	Muhammadabad	79.43252	27.30895	IN	22151
Muhammadābād	Muhammadabad	83.38114	26.03404	IN	24146
Muhammadābād	Muhammadabad	83.75576	25.61907	IN	33186
Mughal Sarāi	Mughal Sarai	83.11968	25.28307	IN	98043
Mudukulattūr	Mudukulattur	78.51388	9.34169	IN	14229
Mudkhed	Mudkhed	77.50304	19.15657	IN	20776
Mudgere	Mudgere	75.6416	13.13353	IN	9322
Mudhol	Mudhol	75.28305	16.33354	IN	47427
Mudgal	Mudgal	76.44203	16.01191	IN	21006
Muddebihāl	Muddebihal	76.13173	16.33782	IN	31895
Mūdbidri	Mudbidri	74.99525	13.06653	IN	30632
Mubārakpur	Mubarakpur	83.29088	26.08866	IN	53263
Mowād	Mowad	78.45103	21.46475	IN	9045
Mothīhāri	Mothihari	84.91656	26.64862	IN	112144
Moth	Moth	78.95029	25.72595	IN	14077
Morwa	Morwa	73.83912	22.90469	IN	20168
Morsi	Morsi	78.01258	21.3403	IN	35554
Morena	Morena	77.99534	26.49892	IN	152004
Morbi	Morbi	70.8377	22.81731	IN	118022
Morār	Morar	78.22482	26.2264	IN	44451
Morānha	Moranha	94.91557	27.18735	IN	7136
Moram	Moram	76.47077	17.78812	IN	17696
Morādābād	Moradabad	78.77684	28.83893	IN	721139
Mon	Mon	95.05841	26.73583	IN	18742
Mokokchūng	Mokokchung	94.51834	26.3248	IN	34021
Mokameh	Mokameh	85.9219	25.39662	IN	55203
Moirāng	Moirang	93.77791	24.4975	IN	17103
Mohpa	Mohpa	78.82969	21.31012	IN	7140
Mohiuddinnagar	Mohiuddinnagar	85.66944	25.57374	IN	14938
Mohgaon	Mohgaon	78.73638	21.63941	IN	10446
Mohanūr	Mohanur	78.13992	11.05896	IN	12846
Mohanpur	Mohanpur	80.24498	28.25261	IN	5596
Mohān	Mohan	80.67497	26.78008	IN	14709
Moga	Moga	75.16878	30.81383	IN	130549
Modāsa	Modasa	73.29857	23.46253	IN	58970
Meethari Marwar	Meethari Marwar	74.68661	27.57615	IN	14760
Misrikh	Misrikh	80.53157	27.43137	IN	15007
Mirzāpur	Mirzapur	82.56534	25.1449	IN	220029
Mirik	Mirik	88.19007	26.88817	IN	10109
Miriālgūda	Mirialguda	79.56247	16.8722	IN	101234
Mīrganj	Mirganj	79.20817	28.54012	IN	15335
Mīrānpur Katra	Miranpur Katra	79.66778	28.02963	IN	29626
Mīrānpur	Miranpur	77.94939	29.29026	IN	27390
Mīnjūr	Minjur	80.25815	13.27951	IN	24674
Milak	Milak	79.16997	28.61031	IN	28505
Mihona	Mihona	78.98048	26.28373	IN	15830
Mhāsvād	Mhasvad	74.78773	17.63359	IN	21404
Mhasla	Mhasla	73.11162	18.1334	IN	9331
Mettur	Mettur	77.8008	11.78796	IN	56743
Mettupalayam	Mettupalayam	76.93485	11.29971	IN	66944
Mettuppālaiyam	Mettuppalaiyam	78.45232	11.16812	IN	9587
Merta	Merta	74.03414	26.64859	IN	43758
Mendarda	Mendarda	70.44078	21.32112	IN	17166
Memāri	Memari	88.09749	23.17647	IN	44448
Melur	Melur	78.3393	10.03241	IN	33839
Mehndāwal	Mehndawal	83.10995	26.97579	IN	25495
Mehnagar	Mehnagar	83.11611	25.87889	IN	14897
Mehekar	Mehekar	76.56841	20.1505	IN	41137
Meghraj	Meghraj	73.51352	23.49805	IN	10498
Meerut	Meerut	77.70636	28.98002	IN	1223184
Medinīpur	Medinipur	87.32257	22.42114	IN	153349
Medak	Medak	78.26078	18.04531	IN	44351
Mayiladuthurai	Mayiladuthurai	79.655	11.10354	IN	86660
Mayāng Imphāl	Mayang Imphal	93.88873	24.60998	IN	22159
Māyakonda	Mayakonda	76.08305	14.28894	IN	6445
Mawāna	Mawana	77.92199	29.10288	IN	76973
Mavoor	Mavoor	75.91667	11.26667	IN	28313
Māvelikara	Mavelikara	76.55642	9.25929	IN	28300
Maurānwān	Mauranwan	80.88008	26.42876	IN	14916
Maur	Maur	75.25	30.08333	IN	28295
Mauganj	Mauganj	81.87339	24.66721	IN	25537
Maudaha	Maudaha	80.11419	25.68312	IN	37844
Mau Aimma	Mau Aimma	81.92336	25.69515	IN	20123
Mau	Mau	78.67108	26.26584	IN	19299
Mau	Mau	83.56111	25.94167	IN	246050
Māttūr	Mattur	79.20724	11.31881	IN	5605
Mattanūr	Mattanur	75.57152	11.93018	IN	45521
Mathura	Mathura	77.67215	27.5035	IN	330511
Mātherān	Matheran	73.2652	18.98281	IN	5287
Mataundh	Mataundh	80.15653	25.43594	IN	8591
Mātābhānga	Matabhanga	89.21555	26.34197	IN	22642
Masinigudi	Masinigudi	76.64087	11.56831	IN	9642
Masaurhi Buzurg	Masaurhi Buzurg	85.03195	25.35417	IN	53440
Marmagao	Marmagao	73.78869	15.40927	IN	102345
Mārkāpur	Markapur	79.26848	15.73534	IN	63982
Mariāni	Mariani	94.31529	26.65725	IN	23640
Mariāhu	Mariahu	82.60379	25.60404	IN	22248
Marhaura	Marhaura	84.86796	25.97349	IN	26138
Margherita	Margherita	95.66796	27.28482	IN	24428
Mārāndahalli	Marandahalli	78.00316	12.38826	IN	10480
Marakkanam	Marakkanam	79.94193	12.19214	IN	19734
Marayur	Marayur	77.16205	10.27641	IN	25000
Mārahra	Marahra	78.56891	27.7368	IN	18873
Māpuca	Mapuca	73.80898	15.59154	IN	40122
Mānwat	Manwat	76.49735	19.30133	IN	30624
Mānvi	Manvi	77.05034	15.99126	IN	41647
Manthani	Manthani	79.66501	18.65087	IN	15661
Mansar	Mansar	79.2635	21.39602	IN	6901
Mānsa	Mansa	75.40167	29.98844	IN	80018
Mānsa	Mansa	72.65739	23.42564	IN	29551
Mānpur	Manpur	75.62107	22.43151	IN	6636
Manor	Manor	72.90966	19.7244	IN	8918
Manohar Thāna	Manohar Thana	76.80182	24.24	IN	10100
Manoharpur	Manoharpur	75.9495	27.29769	IN	28928
Manoharpur	Manoharpur	85.19234	22.37456	IN	13189
Mannargudi	Mannargudi	79.45064	10.66626	IN	63148
Mannārakkāt	Mannarakkat	76.46418	10.99223	IN	50921
Manmād	Manmad	74.43755	20.25334	IN	76722
Mankāpur	Mankapur	82.22961	27.05189	IN	9746
Mankāchar	Mankachar	89.86373	25.53347	IN	31091
Mājalgaon	Majalgaon	76.20832	19.15988	IN	47845
Manjhanpur	Manjhanpur	81.37566	25.53046	IN	16939
Manjēshvar	Manjeshvar	74.88857	12.71287	IN	8927
Manjeri	Manjeri	76.11996	11.12018	IN	89201
Manipala	Manipala	74.78333	13.35	IN	15000
Mānikpur	Manikpur	81.09961	25.06083	IN	14415
Manihāri	Manihari	87.61998	25.33891	IN	23731
Maniar	Maniar	84.17233	25.98546	IN	20462
Mangrūl Pīr	Mangrul Pir	77.34178	20.31379	IN	29198
Māngrol	Mangrol	76.50973	25.33061	IN	23896
Māngrol	Mangrol	70.11484	21.12268	IN	58989
Manglaur	Manglaur	77.87836	29.79094	IN	46395
Mangawān	Mangawan	81.54644	24.66754	IN	12503
Mangalore	Mangalore	74.85603	12.91723	IN	417387
Mangaldai	Mangaldai	92.03047	26.44212	IN	24871
Mangalam	Mangalam	78.63969	9.76572	IN	11379
Mangalagiri	Mangalagiri	80.56815	16.43083	IN	59391
Maner	Maner	84.87291	25.64602	IN	27901
Mandya	Mandya	76.89746	12.5223	IN	134845
Māndvi	Mandvi	69.35237	22.83282	IN	47853
Māndvi	Mandvi	73.30412	21.25526	IN	18669
Māndu	Mandu	75.38333	22.36667	IN	300000
Mandsaur	Mandsaur	75.06986	24.07184	IN	124988
Māndleshwar	Mandleshwar	75.65995	22.17598	IN	12049
Mandlā	Mandla	80.37115	22.59879	IN	45184
Mandi	Mandi	76.93273	31.71194	IN	28217
Mandāwar	Mandawar	78.12732	29.48655	IN	21339
Mandāwar	Mandawar	76.54999	27.86374	IN	10979
Mandasa	Mandasa	84.46296	18.8683	IN	9287
Mandapeta	Mandapeta	81.92921	16.86254	IN	48852
Mandapam	Mandapam	79.12362	9.27571	IN	15073
Māndalgarh	Mandalgarh	75.07215	25.19407	IN	21569
Māndal	Mandal	74.56979	25.44126	IN	23478
Māndal	Mandal	71.91854	23.28865	IN	13345
Mancherāl	Mancheral	79.42863	18.87074	IN	77998
Manchar	Manchar	73.94346	19.00436	IN	14740
Manāwar	Manawar	75.08917	22.23566	IN	27637
Manavalakurichi	Manavalakurichi	77.30634	8.14812	IN	10720
Mānāvadar	Manavadar	70.13775	21.49813	IN	29105
Manāsa	Manasa	75.26871	24.48371	IN	24078
Manapparai	Manapparai	78.42582	10.60772	IN	36926
Manamadurai	Manamadurai	78.47096	9.67318	IN	27493
Manalūrpettai	Manalurpettai	79.09184	12.00788	IN	7626
Manāli	Manali	77.17481	32.2574	IN	8341
Manali	Manali	80.26667	13.16667	IN	32363
Mamit	Mamit	92.48968	23.92703	IN	6104
Seven Pagodas	Seven Pagodas	80.19331	12.62091	IN	12415
Mālvan	Malvan	73.4629	16.05981	IN	18858
Mālūr	Malur	77.93798	13.00322	IN	30677
Mālpura	Malpura	75.36458	26.2838	IN	28600
Mālpur	Malpur	73.46595	23.36035	IN	6971
Malpe	Malpe	74.70394	13.34962	IN	23496
Māllur	Mallur	78.14017	11.54299	IN	10524
Mallasamudram	Mallasamudram	78.03277	11.4892	IN	18820
Mallāpuram	Mallapuram	78.24829	11.98123	IN	11837
Malkera	Malkera	86.28767	23.78213	IN	12591
Malkāpur	Malkapur	76.19932	20.88555	IN	64812
Malkāpur	Malkapur	73.9347	16.91999	IN	13343
Malakanagiri	Malakanagiri	81.888	18.36428	IN	25054
Malīhābād	Malihabad	80.71078	26.92223	IN	16649
Malhārgarh	Malhargarh	74.99024	24.28286	IN	7620
Māler Kotla	Maler Kotla	75.87949	30.5309	IN	113840
Mālegaon	Malegaon	74.53462	20.54966	IN	435362
Malavalli	Malavalli	77.06045	12.38556	IN	38129
Malaut	Malaut	74.4818	30.21121	IN	76616
Malappuram	Malappuram	76.08154	11.04199	IN	61743
Mākum	Makum	95.43646	27.48652	IN	16225
Maksi	Maksi	76.14567	23.25999	IN	20094
Makrāna	Makrana	74.72445	27.04361	IN	93904
Makhu	Makhu	74.99631	31.10335	IN	12886
Mākhjan	Makhjan	73.50031	17.2698	IN	10000
Majītha	Majitha	74.95891	31.75711	IN	13900
Majholi	Majholi	79.92396	23.50114	IN	11553
Mairwa	Mairwa	84.16349	26.23218	IN	20163
Mairang	Mairang	91.63602	25.56165	IN	12586
Mainpuri	Mainpuri	79.02882	27.22857	IN	94619
Maindargi	Maindargi	76.2932	17.45739	IN	11444
Maināguri	Mainaguri	88.8204	26.56263	IN	29459
Mailāni	Mailani	80.3438	28.29088	IN	14212
Maihar	Maihar	80.76063	24.26594	IN	37913
Maibong	Maibong	93.13811	25.30125	IN	8364
Mahwah	Mahwah	76.93152	27.04594	IN	22624
Mahur	Mahur	93.11342	25.18305	IN	7176
Mahudha	Mahudha	72.94032	22.82082	IN	16828
Mahroni	Mahroni	78.72771	24.58624	IN	8898
Maholi	Maholi	80.47371	27.66368	IN	19343
Mahobā	Mahoba	79.87533	25.2905	IN	89170
Mahmudābād	Mahmudabad	81.11775	27.29191	IN	45921
Mahīshādal	Mahishadal	87.98072	22.18616	IN	17988
Mahgawān	Mahgawan	78.61593	26.49471	IN	16176
Maheshwar	Maheshwar	75.58715	22.17592	IN	21500
Mahendragarh	Mahendragarh	76.15253	28.26935	IN	25728
Mahemdāvād	Mahemdavad	72.75551	22.82359	IN	32504
Mahē	Mahe	75.53474	11.70172	IN	38183
Mahbūbnagar	Mahbubnagar	77.98597	16.74385	IN	136135
Mahbūbābād	Mahbubabad	80.00207	17.59728	IN	37949
Mahāsamund	Mahasamund	82.0948	21.10743	IN	50441
Mahārāganj	Maharaganj	83.56214	27.14456	IN	30548
Mahārājganj	Maharajganj	81.27436	26.38126	IN	6442
Bishunpur Urf Mahārājganj	Bishunpur Urf Maharajganj	83.11643	26.25914	IN	7499
Mahārājgani	Maharajgani	84.50365	26.11017	IN	22430
Maham	Maham	76.29495	28.96912	IN	19383
Mahālingpur	Mahalingpur	75.10873	16.3888	IN	32699
Mahād	Mahad	73.41667	18.08333	IN	26665
Mahāban	Mahaban	77.74338	27.43262	IN	9514
Mahābaleshwar	Mahabaleshwar	73.65857	17.92369	IN	13598
Maghar	Maghar	83.12773	26.75586	IN	17011
Māgadi	Magadi	77.22374	12.95706	IN	27213
Madurāntakam	Madurantakam	79.88485	12.51167	IN	29743
Madurai	Madurai	78.11962	9.91735	IN	909908
Madukkūr	Madukkur	79.39681	10.48134	IN	15631
Madukkarai	Madukkarai	76.96344	10.90568	IN	29144
Mādugula	Madugula	82.81578	17.91589	IN	14741
Chennai	Chennai	80.27847	13.08784	IN	4328063
Madikeri	Madikeri	75.7382	12.42602	IN	33540
Madhyamgram	Madhyamgram	88.44594	22.68944	IN	161126
Madhupur	Madhupur	86.63929	24.27419	IN	50671
Maddagiri	Maddagiri	77.21239	13.66035	IN	28124
Madhubani	Madhubani	86.07169	26.35367	IN	71582
Mādhogarh	Madhogarh	79.1859	26.27522	IN	10530
Madhogarh	Madhogarh	80.91126	24.56401	IN	5051
Mādhoganj	Madhoganj	80.14058	27.11807	IN	10299
Madhipura	Madhipura	86.79271	25.92127	IN	50570
Madgaon	Madgaon	73.95786	15.27501	IN	86818
Maddūr	Maddur	77.04294	12.58283	IN	28141
Madanpur	Madanpur	88.49168	23.00589	IN	12959
Madanapalle	Madanapalle	78.50288	13.5503	IN	108593
Machilīpatnam	Machilipatnam	81.13888	16.18747	IN	192827
Machhlīshahr	Machhlishahr	82.41106	25.68564	IN	25247
Māchhīwāra	Machhiwara	76.20016	30.91557	IN	20447
Mācherla	Macherla	79.43533	16.47635	IN	51039
Māchalpur	Machalpur	76.31672	24.12767	IN	8556
Lunglei	Lunglei	92.74218	22.89247	IN	52728
Lūnāvāda	Lunavada	73.61043	23.12841	IN	35431
Ludhiāna	Ludhiana	75.85379	30.91204	IN	1545368
Lucknow	Lucknow	80.92313	26.83928	IN	2472011
Luckeesarai	Luckeesarai	86.0947	25.1765	IN	89500
Losal	Losal	74.91667	27.4	IN	27964
Lormi	Lormi	81.70181	22.27434	IN	12857
Loni	Loni	77.29023	28.75143	IN	164810
Londa	Londa	74.51906	15.46907	IN	6131
Lonavla	Lonavla	73.40575	18.75275	IN	58562
Lonār	Lonar	76.52046	19.98533	IN	21765
Lohogaon	Lohogaon	73.92701	18.59921	IN	13529
Lohāru	Loharu	75.80779	28.42993	IN	12410
Lohārdaga	Lohardaga	84.67982	23.43313	IN	53032
Lohaghāt	Lohaghat	80.08965	29.40356	IN	6758
Lodhīkheda	Lodhikheda	78.85911	21.58235	IN	9994
Lingsugūr	Lingsugur	76.52174	16.15876	IN	29783
Limbdi	Limbdi	71.81076	22.56507	IN	41740
Leteri	Leteri	77.40858	24.05979	IN	15519
Leh	Leh	77.58402	34.16504	IN	37475
Lāwar Khās	Lawar Khas	77.77767	29.11091	IN	19556
Laungowāl	Laungowal	75.68089	30.19393	IN	21880
Latur	Latur	76.56784	18.39721	IN	348967
Lāthi	Lathi	71.38843	21.7231	IN	22745
