name	asciiname	longitude	latitude	countryCode	population
Santa Lucía	Santa Lucia	-68.49503	-31.53987	AR	43565
Santa Fe de la Vera Cruz	Santa Fe de la Vera Cruz	-60.7	-31.63333	AR	489505
San Salvador de Jujuy	San Salvador de Jujuy	-65.29712	-24.19457	AR	305891
San Ramón de la Nueva Orán	San Ramon de la Nueva Oran	-64.32426	-23.13705	AR	74059
San Rafael	San Rafael	-68.33007	-34.61772	AR	109163
San Pedro	San Pedro	-64.86614	-24.23127	AR	58430
San Nicolás de los Arroyos	San Nicolas de los Arroyos	-60.22523	-33.33578	AR	127742
San Miguel de Tucumán	San Miguel de Tucuman	-65.2226	-26.82414	AR	781023
San Martín de los Andes	San Martin de los Andes	-71.35337	-40.15789	AR	23519
San Martín	San Martin	-68.46814	-33.08103	AR	82549
San Martín	San Martin	-68.50065	-31.42957	AR	10140
San Luis	San Luis	-66.33563	-33.29501	AR	183982
San Justo	San Justo	-60.59189	-30.78913	AR	21809
San Juan	San Juan	-68.53639	-31.5375	AR	447048
San José de Jáchal	San Jose de Jachal	-68.74693	-30.24057	AR	21018
San Jorge	San Jorge	-61.85984	-31.89618	AR	16873
San Francisco	San Francisco	-62.08266	-31.42797	AR	59062
San Fernando del Valle de Catamarca	San Fernando del Valle de Catamarca	-65.78524	-28.46957	AR	188812
San Cristóbal	San Cristobal	-61.23724	-30.31053	AR	14286
San Carlos Centro	San Carlos Centro	-61.09192	-31.72864	AR	10465
San Bernardo	San Bernardo	-60.71252	-27.28782	AR	11101
San Benito	San Benito	-60.44156	-31.78371	AR	6771
San Antonio Oeste	San Antonio Oeste	-64.94769	-40.73193	AR	16966
San Agustín de Valle Fértil	San Agustin de Valle Fertil	-67.46821	-30.63353	AR	6864
Sampacho	Sampacho	-64.72211	-33.3839	AR	7238
Salta	Salta	-65.41166	-24.7859	AR	512686
Salsipuedes	Salsipuedes	-64.29589	-31.13725	AR	6411
Rufino	Rufino	-62.71262	-34.26827	AR	18361
Rosario	Rosario	-60.63932	-32.94682	AR	1173533
Roldán	Roldan	-60.90681	-32.89846	AR	12468
Río Tercero	Rio Tercero	-64.11405	-32.17301	AR	53389
Río Segundo	Rio Segundo	-63.9099	-31.6526	AR	18155
Río Gallegos	Rio Gallegos	-69.21813	-51.62261	AR	85700
Río Cuarto	Rio Cuarto	-64.34992	-33.13067	AR	153757
Río Ceballos	Rio Ceballos	-64.32241	-31.16486	AR	16632
Recreo	Recreo	-60.73299	-31.49076	AR	12798
Recreo	Recreo	-65.06096	-29.28184	AR	14204
Realicó	Realico	-64.2447	-35.03658	AR	7151
Rawson	Rawson	-65.10228	-43.30016	AR	26335
Rafaela	Rafaela	-61.4867	-31.25033	AR	88713
Rada Tilly	Rada Tilly	-67.53333	-45.93333	AR	6208
Quitilipi	Quitilipi	-60.21683	-26.86913	AR	32083
Quimilí	Quimili	-62.41667	-27.63333	AR	10959
Punta Alta	Punta Alta	-62.07359	-38.87588	AR	57209
San Julián	San Julian	-67.72743	-49.30554	AR	6143
Puerto Madryn	Puerto Madryn	-65.03851	-42.7692	AR	64555
Puerto Deseado	Puerto Deseado	-65.89382	-47.75034	AR	10237
Presidencia Roque Sáenz Peña	Presidencia Roque Saenz Pena	-60.43876	-26.78522	AR	81879
Pozo del Molle	Pozo del Molle	-62.91984	-32.0186	AR	5429
Pocito	Pocito	-68.58333	-31.68333	AR	40969
Plottier	Plottier	-68.23333	-38.96667	AR	25186
Plaza Huincul	Plaza Huincul	-69.20863	-38.92598	AR	12273
Pilar	Pilar	-63.87964	-31.6789	AR	12488
Pico Truncado	Pico Truncado	-67.95731	-46.7949	AR	14985
Pergamino	Pergamino	-60.57357	-33.88995	AR	87652
Pérez	Perez	-60.76791	-32.99835	AR	24436
Paraná	Parana	-60.5238	-31.73197	AR	262295
Pampa del Infierno	Pampa del Infierno	-61.17436	-26.50517	AR	8176
Palpalá	Palpala	-65.21163	-24.25647	AR	48199
Palma Sola	Palma Sola	-64.29872	-23.96336	AR	5318
Oncativo	Oncativo	-63.68201	-31.91353	AR	12660
Oliva	Oliva	-63.56978	-32.04158	AR	11629
Olavarría	Olavarria	-60.32254	-36.89272	AR	86320
Nueve de Julio	Nueve de Julio	-60.88313	-35.44437	AR	34718
Nueve de Julio	Nueve de Julio	-68.39023	-31.66914	AR	7652
Neuquén	Neuquen	-68.0591	-38.95161	AR	242092
Morteros	Morteros	-61.99862	-30.71164	AR	15129
Monteros	Monteros	-65.49832	-27.16741	AR	23771
Monte Maíz	Monte Maiz	-62.60085	-33.20462	AR	6920
Monte Cristo	Monte Cristo	-63.94437	-31.34312	AR	6914
Monte Buey	Monte Buey	-62.45669	-32.91642	AR	5497
Mina Clavero	Mina Clavero	-65.00619	-31.72101	AR	6855
Merlo	Merlo	-65.01396	-32.34288	AR	11159
Mendoza	Mendoza	-68.82717	-32.89084	AR	876884
Marcos Juárez	Marcos Juarez	-62.10672	-32.6978	AR	24226
Malvinas Argentinas	Malvinas Argentinas	-64.06667	-31.38333	AR	8628
Malagueño	Malagueno	-64.3584	-31.46467	AR	9364
Machagai	Machagai	-60.04955	-26.92614	AR	28070
Los Frentones	Los Frentones	-61.41367	-26.4077	AR	6610
Los Altos	Los Altos	-65.49945	-28.04845	AR	6421
Lincoln	Lincoln	-61.5302	-34.86649	AR	41808
Libertador General San Martín	Libertador General San Martin	-64.78757	-23.80644	AR	49267
Leones	Leones	-62.29678	-32.66174	AR	9971
La Toma	La Toma	-65.62385	-33.05258	AR	6663
Las Varillas	Las Varillas	-62.71946	-31.87208	AR	14649
Las Rosas	Las Rosas	-61.58041	-32.47661	AR	12793
Las Parejas	Las Parejas	-61.51637	-32.68478	AR	11317
Las Lomitas	Las Lomitas	-60.59303	-24.70955	AR	10354
Las Lajitas	Las Lajitas	-64.25	-24.68333	AR	9151
Las Higueras	Las Higueras	-64.28899	-33.09231	AR	5282
Las Heras	Las Heras	-68.93593	-46.54186	AR	9303
Las Breñas	Las Brenas	-61.08161	-27.08966	AR	26955
La Rioja	La Rioja	-66.85067	-29.41105	AR	162620
La Quiaca	La Quiaca	-65.59299	-22.10236	AR	14751
Lamarque	Lamarque	-65.70208	-39.42304	AR	7819
Laguna Paiva	Laguna Paiva	-60.65894	-31.30391	AR	12250
Laguna Larga	Laguna Larga	-63.80104	-31.77652	AR	7137
La Falda	La Falda	-64.48987	-31.08841	AR	15112
La Cumbre	La Cumbre	-64.49139	-30.98201	AR	7235
La Cocha	La Cocha	-65.57035	-27.77729	AR	7066
La Carlota	La Carlota	-63.29769	-33.41993	AR	11490
La Calera	La Calera	-64.33529	-31.34377	AR	24796
Laboulaye	Laboulaye	-63.39119	-34.12662	AR	19908
Laborde	Laborde	-62.85661	-33.15319	AR	5492
Justo Daract	Justo Daract	-65.18277	-33.8594	AR	9680
Justiniano Posse	Justiniano Posse	-62.67788	-32.88411	AR	7406
Junín de los Andes	Junin de los Andes	-71.06936	-39.95043	AR	10592
Junín	Junin	-60.94332	-34.58382	AR	85007
Joaquín V. González	Joaquin V. Gonzalez	-64.18333	-25.08333	AR	19185
Jesús María	Jesus Maria	-64.09424	-30.98153	AR	26825
Intendente Alvear	Intendente Alvear	-63.59205	-35.23383	AR	6990
Ingenio La Esperanza	Ingenio La Esperanza	-64.83896	-24.22554	AR	5002
Ingeniero Luis A. Huergo	Ingeniero Luis A. Huergo	-67.23333	-39.08333	AR	6483
Ingeniero Jacobacci	Ingeniero Jacobacci	-69.55015	-41.3292	AR	5785
Ingeniero Guillermo N. Juárez	Ingeniero Guillermo N. Juarez	-61.85	-23.9	AR	10357
Icaño	Icano	-65.32817	-28.91934	AR	6857
Humahuaca	Humahuaca	-65.35048	-23.20544	AR	11369
Huinca Renancó	Huinca Renanco	-64.3758	-34.84038	AR	8637
Huillapima	Huillapima	-65.9787	-28.72533	AR	7779
Huerta Grande	Huerta Grande	-64.49063	-31.07524	AR	5630
Hernando	Hernando	-63.73333	-32.42657	AR	10486
Hermoso Campo	Hermoso Campo	-61.34441	-27.60816	AR	7435
Guatraché	Guatrache	-63.53021	-37.66776	AR	5271
Graneros	Graneros	-65.4383	-27.64934	AR	5263
Granadero Baigorria	Granadero Baigorria	-60.71754	-32.85683	AR	32427
Gobernador Gálvez	Gobernador Galvez	-60.64045	-33.03016	AR	74650
General Villegas	General Villegas	-63.01252	-35.03285	AR	16270
General Roca	General Roca	-67.58333	-39.03333	AR	73212
General Ramírez	General Ramirez	-60.20079	-32.17601	AR	8614
General Pinedo	General Pinedo	-61.28333	-27.31667	AR	15741
General Pico	General Pico	-63.75682	-35.65662	AR	57029
General Levalle	General Levalle	-63.92413	-34.01472	AR	5492
General Fernández Oro	General Fernandez Oro	-67.92489	-38.95297	AR	6813
General Enrique Mosconi	General Enrique Mosconi	-63.81255	-22.59588	AR	19811
General Conesa	General Conesa	-64.43333	-40.1	AR	5595
General Cabrera	General Cabrera	-63.87243	-32.81313	AR	10351
General Acha	General Acha	-64.60431	-37.37698	AR	12536
Gálvez	Galvez	-61.22103	-32.02927	AR	18374
Gaimán	Gaiman	-65.4929	-43.2897	AR	5753
Funes	Funes	-60.80995	-32.91568	AR	14750
Fray Luis Beltrán	Fray Luis Beltran	-65.76667	-39.31667	AR	6401
Fray Luis A. Beltrán	Fray Luis A. Beltran	-60.72819	-32.79122	AR	14390
Fraile Pintado	Fraile Pintado	-64.79943	-23.94079	AR	13682
Firmat	Firmat	-61.4832	-33.45937	AR	18294
Fiambalá	Fiambala	-67.6149	-27.68705	AR	8061
Famaillá	Famailla	-65.40329	-27.05413	AR	30951
Esquel	Esquel	-71.31947	-42.91147	AR	28486
Esperanza	Esperanza	-60.93173	-31.4488	AR	35885
Embarcación	Embarcacion	-64.09965	-23.21003	AR	23961
Embalse	Embalse	-64.41809	-32.18	AR	15900
El Trébol	El Trebol	-61.7014	-32.2008	AR	10871
El Quebrachal	El Quebrachal	-64.06667	-25.28333	AR	10243
El Galpón	El Galpon	-64.65259	-25.38069	AR	8357
El Carril	El Carril	-65.49174	-25.0741	AR	9780
El Calafate	El Calafate	-72.27682	-50.34075	AR	8000
El Bolsón	El Bolson	-71.53336	-41.96051	AR	15537
Eduardo Castex	Eduardo Castex	-64.29448	-35.91501	AR	9861
Diamante	Diamante	-60.63837	-32.06641	AR	19545
Devoto	Devoto	-62.30634	-31.40431	AR	5597
Despeñaderos	Despenaderos	-64.28989	-31.81626	AR	5645
Deán Funes	Dean Funes	-64.34984	-30.42036	AR	20164
Cutral-Có	Cutral-Co	-69.23052	-38.93424	AR	47380
Cruz del Eje	Cruz del Eje	-64.80387	-30.72644	AR	28166
Cruz Alta	Cruz Alta	-61.80746	-33.00887	AR	6862
Crespo	Crespo	-60.30658	-32.02873	AR	18296
Cosquín	Cosquin	-64.46563	-31.24508	AR	19070
Corzuela	Corzuela	-60.96928	-26.95374	AR	10470
Corral de Bustos	Corral de Bustos	-62.18463	-33.28205	AR	9882
Coronel Suárez	Coronel Suarez	-61.93343	-37.45467	AR	27000
Coronel Moldes	Coronel Moldes	-64.59711	-33.6227	AR	8104
Coronel Du Graty	Coronel Du Graty	-60.91462	-27.68038	AR	9140
Coronel Dorrego	Coronel Dorrego	-61.28733	-38.71867	AR	11644
Coronda	Coronda	-60.91983	-31.97263	AR	16975
Córdoba	Cordoba	-64.18105	-31.4135	AR	1428214
Concepción del Bermejo	Concepcion del Bermejo	-60.94617	-26.59926	AR	5830
Comodoro Rivadavia	Comodoro Rivadavia	-67.49656	-45.86413	AR	140850
Clodomira	Clodomira	-64.13108	-27.5744	AR	9043
Cipolletti	Cipolletti	-67.99032	-38.93392	AR	75078
Cinco Saltos	Cinco Saltos	-68.06293	-38.82225	AR	19819
Chos Malal	Chos Malal	-70.27085	-37.37809	AR	11721
Choele Choel	Choele Choel	-65.68333	-39.26667	AR	9791
Chivilcoy	Chivilcoy	-60.01667	-34.89566	AR	54514
Chimbas	Chimbas	-68.53333	-31.48333	AR	73829
Chilecito	Chilecito	-67.4974	-29.16195	AR	42248
Chicoana	Chicoana	-65.5331	-25.10088	AR	8468
Charata	Charata	-61.18795	-27.21438	AR	27813
Chamical	Chamical	-66.31399	-30.36002	AR	13383
Chacabuco	Chacabuco	-60.47389	-34.64167	AR	34587
Cervantes	Cervantes	-67.38333	-39.05	AR	5173
Ceres	Ceres	-61.94504	-29.881	AR	13063
Centenario	Centenario	-68.1318	-38.82955	AR	28956
Caucete	Caucete	-68.28105	-31.65179	AR	33609
Catriel	Catriel	-67.7956	-37.87907	AR	15169
Castelli	Castelli	-60.61947	-25.94679	AR	36588
Casilda	Casilda	-61.16806	-33.04417	AR	32002
Carcarañá	Carcarana	-61.15331	-32.85679	AR	15619
Capitán Bermúdez	Capitan Bermudez	-60.71852	-32.82262	AR	27060
Capilla del Monte	Capilla del Monte	-64.52515	-30.86088	AR	9085
Capayán	Capayan	-66.05025	-28.76105	AR	6358
Canals	Canals	-62.88927	-33.56542	AR	8343
Cañada de Gómez	Canada de Gomez	-61.39493	-32.81636	AR	36000
Campo Largo	Campo Largo	-60.84215	-26.80077	AR	10743
Campo Gallo	Campo Gallo	-62.85	-26.58333	AR	5455
Calingasta	Calingasta	-69.40783	-31.33084	AR	8176
Calilegua	Calilegua	-64.77002	-23.77368	AR	5174
Caleta Olivia	Caleta Olivia	-67.52814	-46.43929	AR	36077
Calchaquí	Calchaqui	-60.28697	-29.88767	AR	10221
Caimancito	Caimancito	-64.5937	-23.74069	AR	5403
Cafayate	Cafayate	-65.97766	-26.07286	AR	11785
Brinkmann	Brinkmann	-62.03742	-30.86589	AR	8237
Berrotarán	Berrotaran	-64.38867	-32.451	AR	6446
Beltrán	Beltran	-64.06098	-27.82913	AR	5321
Bell Ville	Bell Ville	-62.68873	-32.62591	AR	35105
Bella Vista	Bella Vista	-65.30196	-27.03424	AR	15126
Balnearia	Balnearia	-62.66733	-31.0088	AR	5585
Bahía Blanca	Bahia Blanca	-62.27243	-38.71959	AR	276546
Aviá Terai	Avia Terai	-60.7292	-26.68532	AR	6821
Arroyo Seco	Arroyo Seco	-60.50863	-33.15489	AR	20008
Arroyito	Arroyito	-63.05002	-31.42022	AR	19577
Armstrong	Armstrong	-61.60222	-32.78215	AR	10388
Arias	Arias	-62.40272	-33.64411	AR	6928
Arauco	Arauco	-66.79438	-28.5805	AR	13720
Apolinario Saravia	Apolinario Saravia	-63.99535	-24.43276	AR	8595
Andalgalá	Andalgala	-66.31794	-27.60012	AR	14068
Añatuya	Anatuya	-62.83472	-28.46064	AR	20261
Alta Gracia	Alta Gracia	-64.42826	-31.65292	AR	40384
Almafuerte	Almafuerte	-64.25559	-32.19296	AR	10534
Allen	Allen	-67.82714	-38.97736	AR	26083
Alderetes	Alderetes	-65.13333	-26.81667	AR	38466
Albardón	Albardon	-68.52556	-31.43722	AR	20413
Aguilares	Aguilares	-65.61427	-27.4338	AR	32494
Adelia María	Adelia Maria	-64.02097	-33.63152	AR	6434
Abra Pampa	Abra Pampa	-65.69697	-22.72049	AR	9425
Villa Santa Rita	Villa Santa Rita	-58.481	-34.61082	AR	34000
Villa Mercedes	Villa Mercedes	-65.45783	-33.67571	AR	96781
La Punta	La Punta	-66.3127	-33.18368	AR	15000
San Carlos de Bariloche	San Carlos de Bariloche	-71.30822	-41.14557	AR	95394
Río Turbio	Rio Turbio	-72.33673	-51.53587	AR	6650
Adrogué	Adrogue	-58.38384	-34.80041	AR	28265
Taulaga	Taulaga	-171.08833	-11.05528	AS	37
Ta`ū	Ta`u	-169.51444	-14.23361	AS	873
Tāfuna	Tafuna	-170.72	-14.33583	AS	11017
Pago Pago	Pago Pago	-170.7025	-14.27806	AS	11500
Neu-Guntramsdorf	Neu-Guntramsdorf	16.31573	48.0642	AT	9071
Zwettl Stift	Zwettl Stift	15.2	48.61667	AT	11718
Zistersdorf	Zistersdorf	16.75	48.53333	AT	5661
Zirl	Zirl	11.23333	47.28333	AT	6567
Zeltweg	Zeltweg	14.75	47.18333	AT	7726
Zell am See	Zell am See	12.79444	47.32556	AT	10046
Ybbs an der Donau	Ybbs an der Donau	15.08333	48.16667	AT	5676
Wörgl	Worgl	12.06174	47.48906	AT	11265
Wördern	Wordern	16.21016	48.334	AT	6886
Wolkersdorf im Weinviertel	Wolkersdorf im Weinviertel	16.51667	48.38333	AT	6416
Wolfurt	Wolfurt	9.75	47.46667	AT	8110
Wolfsberg	Wolfsberg	14.84417	46.84056	AT	25610
Wilhelmsburg	Wilhelmsburg	15.60539	48.10571	AT	6718
Wiener Neustadt	Wiener Neustadt	16.25	47.8	AT	38481
Wiener Neudorf	Wiener Neudorf	16.31384	48.08278	AT	8530
Vienna	Vienna	16.37208	48.20849	AT	1691468
Wetzelsdorf	Wetzelsdorf	15.39923	47.05293	AT	14314
Wernberg	Wernberg	13.93333	46.61667	AT	5070
Wels	Wels	14.03333	48.16667	AT	57946
Weiz	Weiz	15.61667	47.21667	AT	9128
Weinzierl bei Krems	Weinzierl bei Krems	15.6	48.4	AT	24092
Wattens	Wattens	11.6	47.28333	AT	7517
Waidhofen an der Ybbs	Waidhofen an der Ybbs	14.77361	47.96004	AT	11774
Waidhofen an der Thaya	Waidhofen an der Thaya	15.28333	48.81667	AT	5838
Vorchdorf	Vorchdorf	13.92122	48.00388	AT	7455
Völs	Vols	11.33333	47.25	AT	6573
Völkermarkt	Voelkermarkt	14.63444	46.66222	AT	11373
Voitsberg	Voitsberg	15.15	47.03333	AT	9980
Vöcklabruck	Vocklabruck	13.65	48.01667	AT	11887
Villach	Villach	13.85583	46.61028	AT	58882
Velden am Wörthersee	Velden am Woerthersee	14.0413	46.61301	AT	8817
Tulln	Tulln	16.05858	48.32829	AT	14201
Trofaiach	Trofaiach	15.00681	47.42524	AT	8313
Traun	Traun	14.23459	48.22656	AT	23959
Traismauer	Traismauer	15.73333	48.35	AT	5815
Traiskirchen	Traiskirchen	16.29324	48.01485	AT	16212
Timelkam	Timelkam	13.6076	48.00394	AT	5855
Thalgau	Thalgau	13.25	47.83333	AT	5501
Ternitz	Ternitz	16.03575	47.71565	AT	15153
Telfs	Telfs	11.06817	47.30707	AT	14028
Tamsweg	Tamsweg	13.81102	47.12808	AT	6126
Strasswalchen	Strasswalchen	13.25	47.98333	AT	7145
Strasshof an der Nordbahn	Strasshof an der Nordbahn	16.66667	48.31667	AT	7637
Stockerau	Stockerau	16.21667	48.38333	AT	14831
Steyr	Steyr	14.42127	48.04274	AT	39566
Spittal an der Drau	Spittal an der Drau	13.5	46.8	AT	16363
Hall in Tirol	Hall in Tirol	11.51667	47.28333	AT	12460
Sierning	Sierning	14.30935	48.04343	AT	8722
Sieghartskirchen	Sieghartskirchen	16.01223	48.25531	AT	7062
Seekirchen am Wallersee	Seekirchen am Wallersee	13.13333	47.9	AT	9865
Seeboden	Seeboden	13.5143	46.81909	AT	6221
Schwechat	Schwechat	16.46667	48.13333	AT	15711
Schwaz	Schwaz	11.71014	47.35169	AT	12507
Schrems	Schrems	15.06667	48.78333	AT	5811
Sankt Veit an der Glan	Sankt Veit an der Glan	14.36028	46.76806	AT	13116
Sankt Valentin	Sankt Valentin	14.51667	48.16667	AT	9063
Sankt Pölten	Sankt Poelten	15.63333	48.2	AT	49001
Sankt Johann im Pongau	Sankt Johann im Pongau	13.2	47.35	AT	10887
Sankt Andrä	Sankt Andrae	14.81991	46.76829	AT	10250
Salzburg	Salzburg	13.04399	47.79941	AT	150269
Saalfelden am Steinernen Meer	Saalfelden am Steinernen Meer	12.848	47.42681	AT	16119
Rum	Rum	11.45	47.28333	AT	8498
Rottenmann	Rottenmann	14.35	47.51667	AT	5561
Ried im Innkreis	Ried im Innkreis	13.48855	48.21123	AT	11511
Reutte	Reutte	10.71667	47.48333	AT	5851
Rankweil	Rankweil	9.64308	47.27108	AT	11455
Purkersdorf	Purkersdorf	16.17539	48.20769	AT	8327
Purgstall	Purgstall	15.13478	48.05841	AT	5247
Pressbaum	Pressbaum	16.08333	48.18333	AT	6083
Poysdorf	Poysdorf	16.63333	48.66667	AT	5653
Pottendorf	Pottendorf	16.38333	47.9	AT	6105
Pinkafeld	Pinkafeld	16.11667	47.36667	AT	5257
Perg	Perg	14.63333	48.25	AT	7644
Perchtoldsdorf	Perchtoldsdorf	16.26607	48.11935	AT	14041
Paternion	Paternion	13.63611	46.71417	AT	6301
Pasching	Pasching	14.20369	48.25931	AT	6143
Oberwart	Oberwart	16.20595	47.28971	AT	6879
Neusiedl am See	Neusiedl am See	16.8417	47.94901	AT	5949
Neunkirchen	Neunkirchen	16.08107	47.72096	AT	11313
Nenzing	Nenzing	9.70539	47.18436	AT	5856
Mürzzuschlag	Muerzzuschlag	15.68333	47.6	AT	9410
Mödling	Modling	16.28921	48.08605	AT	20710
Mittersill	Mittersill	12.48333	47.28333	AT	5680
Mistelbach	Mistelbach	16.57667	48.57	AT	10820
Micheldorf in Oberösterreich	Micheldorf in Oberoesterreich	14.13357	47.87764	AT	5902
Melk	Melk	15.33186	48.22737	AT	5272
Mattersburg	Mattersburg	16.4	47.73333	AT	6448
Matrei in Osttirol	Matrei in Osttirol	12.53333	47	AT	5076
Sankt Florian	Sankt Florian	14.37836	48.20568	AT	5913
Mariatrost	Mariatrost	15.5	47.1	AT	9217
Maria Enzersdorf	Maria Enzersdorf	16.28333	48.1	AT	8085
Marchtrenk	Marchtrenk	14.11667	48.18333	AT	11666
Lustenau	Lustenau	9.65851	47.42642	AT	20218
Lochau	Lochau	9.75	47.53333	AT	5209
Linz	Linz	14.28611	48.30639	AT	181162
Liezen	Liezen	14.23333	47.56667	AT	6903
Lienz	Lienz	12.76903	46.8289	AT	12270
Leonding	Leonding	14.2533	48.27965	AT	22736
Leoben	Leoben	15.09144	47.3765	AT	24809
Lenzing	Lenzing	13.60846	47.97326	AT	5044
Leibnitz	Leibnitz	15.53836	46.78161	AT	7029
Lauterach	Lauterach	9.73306	47.48306	AT	9212
Langenzersdorf	Langenzersdorf	16.35	48.3	AT	7733
Langenlois	Langenlois	15.66667	48.46667	AT	7081
Landeck	Landeck	10.56593	47.13988	AT	7351
Laakirchen	Laakirchen	13.82166	47.98188	AT	9569
Laa an der Thaya	Laa an der Thaya	16.38333	48.71667	AT	6084
Kufstein	Kufstein	12.16667	47.58333	AT	16115
Kuchl	Kuchl	13.1448	47.62647	AT	6668
Krieglach	Krieglach	15.55	47.53333	AT	5236
Kremsmünster	Kremsmunster	14.12919	48.0529	AT	6626
Krems an der Donau	Krems an der Donau	15.61415	48.40921	AT	23932
Kottingbrunn	Kottingbrunn	16.22715	47.95096	AT	7184
Korneuburg	Korneuburg	16.33333	48.35	AT	11498
Köflach	Koflach	15.08333	47.06667	AT	10447
Knittelfeld	Knittelfeld	14.81667	47.21667	AT	12704
Klosterneuburg	Klosterneuburg	16.32522	48.30521	AT	24843
Klagenfurt am Wörthersee	Klagenfurt am Woerthersee	14.30528	46.62472	AT	90610
Kitzbühel	Kitzbuhel	12.39215	47.44637	AT	8818
Kindberg	Kindberg	15.45	47.5	AT	5790
Kapfenberg	Kapfenberg	15.29331	47.44458	AT	21819
Judenburg	Judenburg	14.66667	47.16667	AT	9992
Jenbach	Jenbach	11.77245	47.39173	AT	6806
Innsbruck	Innsbruck	11.39454	47.26266	AT	112467
Imst	Imst	10.73974	47.24504	AT	9225
Hörsching	Horsching	14.17786	48.22627	AT	5312
Horn	Horn	15.65663	48.66274	AT	6485
Hörbranz	Horbranz	9.75	47.55	AT	6414
Hopfgarten im Brixental	Hopfgarten im Brixental	12.16667	47.45	AT	5314
Hollabrunn	Hollabrunn	16.08333	48.55	AT	10966
Hohenems	Hohenems	9.68306	47.36667	AT	14072
Höchst	Hochst	9.6405	47.45934	AT	7207
Himberg	Himberg	16.43333	48.08333	AT	5534
Herzogenburg	Herzogenburg	15.69431	48.28137	AT	7866
Hermagor	Hermagor	13.36722	46.62722	AT	7242
Hartberg	Hartberg	15.96667	47.28333	AT	6634
Hard	Hard	9.68306	47.48306	AT	11766
Hallein	Hallein	13.1	47.68333	AT	18980
Hainburg an der Donau	Hainburg an der Donau	16.94504	48.14627	AT	5622
Groß-Enzersdorf	Gross-Enzersdorf	16.55083	48.20278	AT	8791
Grödig	Grodig	13.03333	47.73333	AT	6918
Graz	Graz	15.45	47.06667	AT	222326
Gratkorn	Gratkorn	15.35	47.13333	AT	6806
Götzis	Gotzis	9.63306	47.33306	AT	10342
Gösting	Goesting	15.39777	47.09788	AT	10211
Gmunden	Gmunden	13.79933	47.91839	AT	13287
Gmünd	Gmund	14.9808	48.7683	AT	5811
Gloggnitz	Gloggnitz	15.93893	47.67487	AT	6213
Gleisdorf	Gleisdorf	15.71011	47.10559	AT	5245
Gerasdorf bei Wien	Gerasdorf bei Wien	16.46765	48.29447	AT	8948
Garsten	Garsten	14.40747	48.0224	AT	6657
Gänserndorf	Ganserndorf	16.72016	48.33925	AT	8588
Gallneukirchen	Gallneukirchen	14.41604	48.35363	AT	6282
Fürstenfeld	Fuerstenfeld	16.08333	47.05	AT	5962
Frohnleiten	Frohnleiten	15.31667	47.26667	AT	6629
Friesach	Friesach	14.40583	46.95528	AT	5369
Freistadt	Freistadt	14.50453	48.51103	AT	7574
Frankenburg	Frankenburg	13.49065	48.06844	AT	5162
Fohnsdorf	Fohnsdorf	14.68333	47.2	AT	8203
Ferlach	Ferlach	14.30194	46.52694	AT	7661
Feldkirchen in Kärnten	Feldkirchen in Karnten	14.0958	46.72368	AT	14440
Feldkirchen an der Donau	Feldkirchen an der Donau	14.05134	48.34524	AT	5286
Feldkirch	Feldkirch	9.6	47.23306	AT	31082
Enns	Enns	14.47612	48.21346	AT	10816
Engerwitzdorf	Engerwitzdorf	14.44204	48.34507	AT	8510
Eisenstadt	Eisenstadt	16.52327	47.84565	AT	12190
Eisenerz	Eisenerz	14.88333	47.53333	AT	5987
Ebreichsdorf	Ebreichsdorf	16.4	47.95	AT	9509
Eberndorf	Eberndorf	14.64361	46.59139	AT	6088
Ebenthal	Ebenthal	14.36417	46.60806	AT	7809
Ebensee	Ebensee	13.779	47.80716	AT	8376
Ebbs	Ebbs	12.21667	47.63333	AT	5088
Dornbirn	Dornbirn	9.74195	47.41427	AT	43013
Deutsch-Wagram	Deutsch-Wagram	16.56667	48.29972	AT	7153
Deutschlandsberg	Deutschlandsberg	15.22222	46.81528	AT	8049
Bruck an der Mur	Bruck an der Mur	15.28333	47.41667	AT	13254
Bruck an der Leitha	Bruck an der Leitha	16.76667	48.01667	AT	7339
Bregenz	Bregenz	9.7471	47.50311	AT	27611
Braunau am Inn	Braunau am Inn	13.04343	48.25628	AT	16403
Bludenz	Bludenz	9.82255	47.15476	AT	13904
Bischofshofen	Bischofshofen	13.21667	47.41667	AT	10144
Berndorf	Berndorf	16.10973	47.94567	AT	8796
Bergheim	Bergheim	13.03333	47.83333	AT	5031
Bad Vöslau	Bad Voslau	16.21359	47.96533	AT	11013
Bad Ischl	Bad Ischl	13.61893	47.71109	AT	14267
Bad Hofgastein	Bad Hofgastein	13.09871	47.17274	AT	7002
Bad Goisern	Bad Goisern	13.61609	47.64252	AT	7869
Bad Gastein	Bad Gastein	13.13467	47.11547	AT	5947
Baden	Baden	16.23264	48.00543	AT	24893
Bad Aussee	Bad Aussee	13.78243	47.60998	AT	5210
Asten	Asten	14.41784	48.21941	AT	6516
Arnoldstein	Arnoldstein	13.71	46.54611	AT	6923
Ansfelden	Ansfelden	14.29004	48.20969	AT	14936
Amstetten	Amstetten	14.87206	48.1229	AT	22832
Altmünster	Altmunster	13.76415	47.90219	AT	9651
Altach	Altach	9.65	47.35	AT	6040
Abtenau	Abtenau	13.34599	47.56373	AT	5828
Absam	Absam	11.5	47.3	AT	6594
